Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9
0.006030514723511127,0.10039786648975513,0.08010706574668758,0.022857399464968342,-0.09887752643781456,0.08858154286486997,-0.08259922241999229,0.08240249051556248,0.060660878171094,0.04327734434011643
-0.027827151111241455,0.02994206565287194,0.03272812748892151,-0.10409584482134449,0.004674550836839542,0.08540400521325986,-0.141011302321159,-0.007785180134183833,-0.004327446838156002,0.0373324318414987
-0.05114372488098484,0.07315738421681917,-0.004634317197594662,-0.004580507373366793,0.0031863372354983266,0.10873412703590457,0.03834453495740653,0.08527968970783273,0.025676828353379033,0.07849645984944842
-0.09502650565189075,-0.11142105488365694,0.03528551651431844,0.00574683880731941,-0.04709267779474913,0.10194087996740064,-0.04052618564807031,0.07162757647528006,-0.01886535893126917,0.0727256913641352
-0.14479781202616282,0.07149601867724975,0.09420164800581254,-0.13067781769426845,0.030307961267762584,0.13948751919385893,-0.041678656792619395,0.04422043629243677,0.0012890182197826672,0.09782211417674058
0.0612515019511064,0.17861321121838425,-0.12819698381449618,-0.010787485526858598,-0.03633784071134971,0.06436794709879101,-0.07579840824107476,0.013114628374566673,0.01842847501684508,0.05857530346961415
0.0500740346762063,0.13972613547368673,-0.04723811094099273,-0.0058700469465690075,-0.009527771350223646,0.05320771930920598,-0.058480892624196645,0.005592780170486256,0.025503939009159815,0.038889614126625505
0.030908760056829188,0.05843820902597163,0.11734267334020587,0.0729001159201621,-0.10032945489729816,0.0487371748397889,0.044307334005497134,0.11886119863943967,0.10387203669807987,0.0693704837743665
0.06871256229814593,0.0009280281038803739,0.017216045799989477,-0.07472899560294377,0.014399647575762176,0.08846388190085208,0.033313231403810706,0.01941191887767646,0.0010446713226319737,0.062242138136823666
-0.06572497600322724,0.02674160799110914,-0.03899976808607508,-0.06178181262992166,0.006850958526714468,0.05568115443640376,-0.0004318101470472957,0.028781250797601077,-0.006844989516939681,0.03481211704455944
-0.03713754273174852,0.14601751738486834,-0.005221331186681444,-0.009864476184048399,0.051904638538147196,0.036087462647037105,-0.07254632179350584,0.14937608830398386,0.04947249925807551,0.030909404402027718
-0.046871283920090656,0.02716163458731069,0.07817094434993477,0.001197099541314639,-0.008601556780303832,0.12293835052421898,0.00024133739052012437,0.03751085191959458,0.03616196359280566,0.09972022475329445
0.057628117199484796,0.23158600209382918,0.07195873713348133,-0.052690862645151104,0.008574306243062768,0.04130616071322324,-0.019291385549897178,0.00959147925444559,0.07590526551463572,0.03669520870575105
0.07302394148147817,-0.010456598609662748,-0.039389651325496544,-0.03774613831500839,0.05330075860535599,0.1189642061456948,-0.14947091932117862,0.130721319216623,-0.01745745134643628,0.05537956172554903
-0.004072321189286576,-0.013700326836376231,-0.03439814843304878,0.02478679310544063,0.002860331797146287,0.012013420667574604,0.05265831817932187,0.06380843464342312,0.016945435316851665,0.033469988826211106
-0.01320196711666366,-0.0036661530499735306,0.04684844569331181,-0.10911618654141797,0.04837396678539596,0.129080155662475,-0.018026552885357372,0.14146755737466044,-0.024993660066327195,0.09469866433338914
0.021747422806784877,0.1302782712986299,0.07503084185279363,0.00058051000224002,-0.062263601402635094,0.13507529854491462,0.0013681890032442023,0.03416693250709635,0.09498599960680587,0.12740015224787826
0.07742955144330499,0.04027604032186516,-0.0013194227506750922,-0.008898438172071588,0.0870778665691958,0.07561007408154286,-0.084360236089278,0.021386708823598388,0.020230021592300362,0.05449943552603598
0.12248097583766371,0.20872105400788632,-0.0027973490131198986,-0.01431488882171561,-0.06742041289767942,0.12507475172368943,0.021552848253564072,0.06317832583441896,0.061958671140065924,0.10591117351593726
-0.09225564669495201,0.007471557845308396,-0.014115902679146086,-0.024399141872999186,0.0382482607927217,0.09690923484815817,-0.006781444693562566,0.02571572276535039,-0.022467518977357992,0.06666604601314474
0.10455619853191744,0.045906121681472456,0.013318492832545159,-0.05421182757131149,-0.05970151321676731,0.06609957018113333,0.02745187988916875,0.09630650265187235,-0.008379054103414108,0.06235364175084834
-0.04066531287741226,0.06197699216262054,-0.004873794055367253,0.05772100178829276,0.0010395837332077829,0.17254197816023664,-0.03480818062691071,0.07242238528726541,0.05386671947841393,0.14291263404970977
0.027449013755216578,0.14228671639294488,-0.06868036698703572,-0.1132291464544094,0.10056538676706239,0.0398986230374887,-0.03696768233873815,0.08156022491802739,0.007360300023646182,0.049125490421891405
-0.08718278692868386,0.08449055761800217,0.01600884169380712,0.09223831262013849,0.045818390370282014,0.07055462360132525,-0.03771462423705774,0.06615391181960373,0.05628380538224809,0.07133975829202632
0.01514922901856619,-0.002357293872709554,0.0590737800844201,0.0070877071367385636,0.04512765419660569,0.08240384769637532,-0.025428368044227767,0.0812430233073409,0.05230923805075727,0.053265184789925035
-0.10604670977211894,0.08277490573376256,0.06503161615057929,-0.12110441682098605,0.048700324828213404,0.07199066919384878,0.07743569328844058,0.17549738266648895,-0.00249038419770109,0.09998977532281805
-0.08052378517783332,0.0666306633263345,0.04807240520366096,-0.029734704058836492,0.05597251931204661,0.09511328940817143,-0.07250889489618362,0.08633837293088686,0.022681577592125857,0.04287911696243274
-0.025909130315182605,0.045342659780939654,-0.0503878892543389,0.04338220669658921,-0.12268695414641373,0.06375005632754127,-0.052505537101127375,0.03627827849869436,0.040536957694541575,0.06524004625389579
0.05816535923447663,0.05199102367159325,-0.9940624995784045,0.039315495093981134,-0.05034626122015118,0.054709343421894596,0.04542582133428619,0.08061014865017935,0.026529812311233636,0.05456415333397446
0.023966924551422242,-0.03152117672495447,-0.0016481823689070696,-0.018022183585844953,0.002547772911121182,0.10783711711807742,-0.07640364442204528,0.061957897889626024,-0.0064343186764473925,0.07762887792378148
-0.03463432085482665,0.035176969398349245,-0.01296732827851077,0.020733700120519893,-0.03274775732019908,0.10962733340177766,0.036095156735018286,0.07769981743152643,0.031109845960579863,0.10002764722393964
-0.019996434710190525,-0.055657452612501324,-0.0283561754632895,-0.030906076271066563,0.02324699251953022,0.059273135936369625,-0.05087915278317234,0.027371768989063128,-0.027075904180661192,0.01930873240711417
-0.14855596903294122,0.10147507007667378,0.012490682552224408,-0.033262383862436185,-0.030319131128708543,0.013565199216701629,-0.023912555751947062,0.02314038948526398,0.03704090197015164,0.034480712686791426
0.008987120594500908,-0.0013114220322479886,0.04101203545495147,-0.013293190355242235,-0.004069426585290747,0.15974025577443474,-0.10841835597299221,0.1343016823700438,0.01508933275938662,0.0975849593303022
0.04104271385402769,0.07219820767258023,-0.025353095912356127,-0.030945580193654343,-0.01669700854140932,0.07950118397779526,0.06353039639326918,0.0054680848963355455,0.0036904836071700586,0.06888504676968754
-0.12064626448714733,-0.013727843548770213,-0.00925956113268922,-0.06461469987642698,-0.03403062814869706,0.16554124829032535,-0.09806281374591141,0.18419926787262608,-0.035212135363965835,0.08279313130272392
-0.025258066837664406,0.10132446559711461,0.00023843258344613538,-0.08712991164711004,-0.04030766779453354,0.1611128608841066,0.025721364730085128,0.08442251586903415,-0.0044976321132941255,0.12798001367386846
0.05936713705250196,-0.007330435525387924,-0.0026451767029568307,-0.07597025086939324,0.05683487470894999,0.055082850599702304,-0.03144419578005375,0.04873567769027187,-0.04725242684462383,0.02783665470508989
-0.0060982640793879606,-0.014521503953958792,0.004265033637605775,-0.032706825819915464,0.03959884954234916,0.03984042220539363,-0.06439878124506249,0.07638643244636878,-0.04116175594802762,0.046581393042483876
-0.02928096284413073,0.05508816464884947,0.02164335492582059,-0.08762396488107771,-0.09020154233948574,0.025675368714243252,-0.012214131440814513,0.039868277463098956,0.0069007515118697516,0.012417587409013775
-0.054299256409950036,0.10432611242529521,-0.033767066414191804,-0.14155472372453615,0.04326347539569286,0.09111986635372826,-0.0153395430165707,0.009781542320657532,-0.03385077538199277,0.08826342930787612
-0.0572966226820959,0.03150428058766175,-0.0069298724819985,0.036679831446053246,-0.012565550704799033,0.10923590042647247,0.04884575250624268,0.08686971680502276,0.028705622450011736,0.07667440295289318
0.03202197977828014,0.05565617993661487,0.025273730762976232,-0.005028906017103818,0.0797455471326185,0.011076630834091494,-0.08527711321341358,0.11711948926085247,0.009343654872485896,0.015297579316483345
-0.0594655824278113,-0.01621888433293195,-0.007785274726343494,-0.023740359814634848,-0.05624109095597818,0.03894505710193963,-0.03894961069757341,0.12129727242469657,-0.005538657103152711,0.4815301491612911
-0.028464262631092918,0.012242779461923314,0.014653958682604662,-0.12339826289744471,-0.028664795821214395,0.05887288940216573,-0.08242216435333927,0.07308650774869085,-0.015544597160738305,0.05187820493989914
-0.022828869403472285,-0.013257594438202625,-0.02045856933478929,0.0208747922509116,-0.11480609907367811,-0.022083556790959302,0.050554454804411675,0.09977906245264823,0.014395423226983173,0.010778040581724824
0.013956431788808121,0.16407765654073625,0.008756960854759743,-0.1746070350215404,-0.008761555049611958,0.05531281508477015,-0.1215879337616892,0.09417411294834976,-0.0019974283544316185,0.005906987300479338
-0.05427967926256827,-0.07003984062174351,0.02814000475843792,-0.10448976524275355,0.07562998661949516,0.11678209396894723,-0.06569278275840718,0.011912385094338562,-0.013939362790845844,0.11203087882918217
-0.06492030021249096,0.04889862140189427,0.03463214438394724,-0.06804925980772714,0.11235034845558722,0.14746938017603917,-0.010231724718647306,0.0648187793964965,0.009623370091746297,0.09484674716984043
-0.007485249959597429,0.023399886440267803,0.0010455722323088334,-0.04985530396227211,-0.06142246979761112,0.09583021566503769,0.0014997782912804514,0.06818647468310668,-0.010896478755175631,0.05946842609995051
-0.052846392344473525,0.14208379103719326,-0.07928263296183313,0.04091721705917983,0.09823617057835765,0.07650442358711507,-0.014329420138081916,0.04338301243128884,0.057848699397299974,0.0825797462569009
-0.0911910321244438,0.00966373327153347,-0.12095811131997325,-0.07339039823033,-0.027323249381121517,0.014784952553624553,-0.028267050685696904,0.09683840408006761,-0.05274447508860913,0.021323777298696278
-0.012814700243779953,0.04105468531035106,0.03966529839617783,0.012743396160125986,0.01929915529029258,0.022756404718072387,-0.2034453428688351,0.10223000723342124,0.022036151605842047,-0.01883531073239053
-0.07301051814148307,0.034354091818312504,-0.06413688460851585,-0.06438288847606721,-0.001585198790676312,0.12014101410173073,-0.17903250326658193,0.07127451515341887,-0.03236811291172237,0.05102772488446505
0.014551067939014173,0.10110296304040367,-0.11591847101817132,0.028036344593427298,-0.11234962676929183,0.11217788604736256,0.013268605639882525,0.04771851514968528,0.00791219842030455,0.10170734372154033
0.005109946779267238,0.08838456279881468,0.0064939100197223265,-0.09147741514917218,-0.03224874336348782,0.07303369840639218,-0.013887293216017782,0.06539721907342155,0.008274388718724879,0.07306178177062517
0.05512943418672678,0.08424347781425512,0.09662907825072664,-0.04262503954393859,0.09387162601053123,0.09593735091758049,0.015841784990472174,-0.0411836988812021,0.029490948944641104,0.09962735358259178
-0.0037447567228435785,-0.043733382674950416,0.06912229542893344,-0.10985417038522716,0.025139223678817046,0.08004318645120168,-0.006145090644957829,0.049570406874161144,-0.01583990882851094,0.060345213424980226
-0.047924713459151724,-0.0026256711033970648,-0.14989931485023678,-0.009671531300707747,-0.05432990156123352,0.010623113561019526,-0.03988156401027787,0.10985779266806794,-0.024383467308688345,-0.009966447707179249
-0.0344569445624312,-0.0019939445732078953,-0.004883954517196365,0.06112110683847116,-0.07433535060666996,0.050953918809011345,-0.11161916366091962,0.13669712149322355,0.049559125097455636,0.023604442215799493
0.0036351784902106665,0.051241855240288015,-0.04264888033499814,0.036752169660605016,0.08391921480647424,0.055184671742824154,0.019452138822025455,0.07273293356759547,0.039384444388846473,0.03369476943038707
-0.08287923115674667,0.10944179533949994,0.001344873431069482,-0.047352621103107784,0.04749987920625598,-0.008715096338587691,-0.012866937643289056,0.1617589303520386,0.026510096388259186,0.0047578051241208286
-0.10704944638664204,-0.00671491379478617,-0.08872019506459916,0.05291670785819336,-0.011691311570790619,0.030759022798424906,0.03393263299131055,0.002540842756480144,-0.006525040376907376,0.04599004034754617
-0.12285061949251319,-0.03221991779662381,-0.036085363084475075,0.024546310756637713,0.007605481371977474,0.07341974621385172,-0.1480235746109848,-0.02407166209700784,0.010544500476319385,0.012356881625224636
-0.06417572285997142,-0.026602453429956485,-0.008214607626356507,-0.035900856628489186,0.028745652686974266,0.07457773190901729,-0.09213911666258101,0.057051685443093136,-0.00695738436852944,0.02523092710392505
-0.02986555886701925,0.09420619927362095,0.04457607196162816,-0.023941278237548547,0.021389583464450634,0.0073644636923804185,-0.03396447861836582,0.10009620112237072,0.05156858491110694,-0.014573447829902775
0.1638916444503502,0.09388126819000453,0.05605703218852054,-0.15310721324306198,0.06377703992098893,0.08025155502941472,-0.1598775712638696,0.12354923077042246,0.013606484536694108,0.010151685038223723
-0.05190208303484667,0.11846057593756742,0.05659536108218388,0.03687526202090807,0.0022914518448766685,0.09559233623142127,-0.14491509335281239,0.06888975079919923,0.08529368570550755,0.009740284702252078
-0.20284455078845132,0.02631819195728413,0.13538618370089006,-0.022495370340206877,0.019632840826922182,0.10715976750284462,0.02097137232382673,0.0652069839338576,0.031545945449595214,0.08112285159615928
-0.11026286603722768,0.013646414170801258,-0.02942004923028163,0.10434764165991184,-0.008817581698886134,0.011766868460278967,-0.02621345458584201,0.07724795085072689,0.03256651239611941,-0.018885369473935154
0.015368381022505595,0.18487793863191926,0.14423654405103892,0.020400292553158117,-0.05109842071568926,0.054488280635178965,0.06594436201724063,0.1515701303314161,0.11161594372860462,0.058506175925554516
0.030188951461269653,0.12080793910557497,-0.028620346049600398,-0.13560913628520888,0.01902892650180843,0.164490521453869,-0.09153180514957737,0.12033866720407738,-0.03125557433172821,0.11962987099687838
-0.009237292756969273,0.05085200928403655,0.06640314028097527,-0.060291312645028294,-0.12094317067943061,0.11968028231335315,-0.06950243304126158,0.0494426758781783,0.008915885114193278,0.07638894442595134
-0.02279496513377688,0.08222941138604178,-0.06725205667364531,-0.02138149370025788,-0.01614802818052108,0.12461748696490527,0.04487911504118447,0.04672019997225596,0.013274930284211672,0.12496209216606569
0.08274144098383918,-0.04132412386841311,0.07196496920947926,-0.09247379230221564,-0.014799792675380119,0.1108333465328406,-0.04537960866434698,0.051152394109420074,-0.016184919051356994,0.0872919671755168
0.08063748580854102,0.0762260712736249,0.06877202091579648,-0.11101347311907095,-0.0245546419002447,0.08872377245115182,-0.061703049841616675,0.027543623601983036,-0.003772756650784137,0.06548864835803192
-0.10072719774032701,0.008000713808246074,-0.03409317798231992,-0.016633800330475013,0.049637832891583855,0.1554413349011876,0.024205805184534857,0.06609941800832386,-0.0037225725586177427,0.12109949666816866
0.08933193445479892,0.06603387306271791,0.05755749907560781,0.025532519411576304,-0.03546772959790534,0.0583573607837391,-0.037806398777837535,0.14352778913508013,0.045991138845575374,0.0012056119810568422
-0.028639974353026232,0.19428622855348876,-0.04876136083895066,0.05826992113741114,0.032704264146654616,0.07302520058348061,-0.11998860796485555,0.01620240807016815,0.06895403203683959,0.07377485498098535
-0.02694219819635746,-0.1067360437307514,-0.022828734975062548,-0.02963754915597039,-0.010679418651308836,0.12300581945997946,-0.11846297157210484,-0.011390090838682254,-0.03000158400999131,0.07458179302770174
0.031191687625960585,0.08504975582033625,-0.017547606599053522,-0.08153233130400162,-0.015587754778697449,0.11071389090612316,-0.009845812085602978,0.08136892514759353,0.0063448171241518025,0.08125906893709489
-0.048678182870411923,-0.011621898708830236,-0.09396910334547715,-0.14654937702251614,-0.0035946985118575636,0.1237186185249457,0.007470237828925752,-0.03196408281610952,-0.0881418469658245,0.10698425469009565
-0.04927771428105732,0.06401193229855551,-0.011288675625872546,0.030591177858948715,-0.01603316697130941,0.11689959261697758,-0.20067244451858635,0.1157006469736428,0.03918778779966803,0.05428285725109916
-0.08022513465205483,0.0038140080541839705,-0.06364462293811424,0.040584008285405426,0.017028235737758024,-0.013357609342921406,-0.045128772397358685,0.11307510538080812,0.01841346446026093,-0.007715487516634312
0.04480941139973105,0.19503609487155082,-0.10168596460423729,-0.12593323849515725,-0.024454358104103346,0.03576119282010959,-0.16238659560273472,0.10793244578053418,-0.04232132612761719,-0.009551728281922633
-0.02959913062952968,0.0407906853519433,0.01366975384989666,-0.04337616177936976,-0.1065718762549629,0.06926174305266475,-0.06525790377621377,0.09920275007093604,-0.016125148185910376,0.044488120120073305
0.040704604205840766,-0.0701929802480381,0.015044030583482249,-0.08004592502637031,-0.041672096157997496,0.12438452149924695,-0.049076135563033696,0.11141061708677014,-0.035097268226200073,0.10811805612128533
0.05827717246804465,0.07938673518205563,-0.050271475992940684,-0.07969259803789619,-0.02447753005587361,0.05324564691400213,-0.12201943366859913,0.07909039525230988,-0.023359887597421358,0.007602457865929946
-0.03702628932944696,-0.0428919191754874,-0.09899182785595251,-0.016299757718915564,0.010621224761792725,0.22085413893208083,-0.07347011587567631,-0.006976271726608196,-0.02083705137506431,0.14325752658564972
-0.06141858812168399,0.05387137197731984,0.02081437793537244,-0.14664603195512294,-0.0025216480672372033,-0.010029039614308788,-0.04226025432421765,0.09214110565635325,-0.031652114460332115,-0.024475529018844533
0.021967413717086215,0.06136169884098708,-0.0770808030279092,-0.09071005420296718,0.045851980429768346,0.0682087539796652,0.013348788844400383,0.11821119971761229,-0.023583582728353147,0.078951225273872
-0.08370846637734475,-0.03774473367144726,0.04805994752830145,-0.10899258973915138,-0.0732439825350969,0.1084066562844841,-0.06165019404723204,0.13068513759955902,-0.033469904443031995,0.06568304672345415
-0.015147375848507116,0.1486697716136045,0.009820502356498784,0.013264553167025461,-0.029814075488037384,0.09557537515887304,-0.1557152703365825,0.09860440714109142,0.07971882537866781,0.05561259072901614
-0.09720969278580815,0.16222907354699578,0.0015819142657180763,-0.033404459988747526,0.02723421595991815,0.07911406285679412,-0.06969948422342809,0.09934097398163688,0.04966102772363623,0.0454872446359178
0.09782563865458305,0.05941193307949266,-0.10077512538869393,-0.12444587978213661,-0.08126913810061487,0.13514918189390124,-0.05916063586789955,0.03995432489229378,-0.07903148982947283,0.09963872544183583
-0.03240559045963143,-0.0016614405221430095,-0.006083948009832474,0.038459879212884074,0.004538069321641247,0.02006855746492131,-0.12007113472726316,0.0482749150159818,0.02217393358404318,0.0037525487084149045
0.016457584500607414,0.14101336730720826,-0.09431378780407396,-0.08160910611319216,-0.042174895709431226,0.08509901766736694,-0.07040649828051937,0.07664732960861453,-0.017913177413830472,0.023875473626798316
0.06684275876031376,0.03413901645237982,0.09069423265098187,-0.057522515305697075,-0.08945571894978854,0.07863240975164176,-0.08001703030029339,0.0644495966293912,-0.01104622799265187,0.0168729214316512
-0.1409395380234293,0.11162264456303772,0.016649200534659014,0.06981277481361903,-0.030238655572545903,0.03614626416572486,-0.04090271629650222,0.021554322461251996,0.08388584260773313,0.039607853006902394
0.018866338189532872,-0.04211469786952471,-0.13119115537222026,0.07837733153590842,-0.05117359752319428,0.04469718264328315,-0.07577265124844745,0.05435744407760423,-0.01793935519156431,0.03198373830810186
0.06349693786827215,0.1323317241384776,-0.174971540253258,0.02898280669111486,-0.03429954456586082,0.027718850032817377,-0.04967560474750743,0.09627185300144214,0.01692608610447177,0.011267344671469726
0.05436048809142924,-0.013396720527427686,-0.06064095021241389,-0.13837201030700508,-0.051682950448408094,0.049583035340147186,-0.05534209629787967,0.11283300680805697,-0.07853978652135829,0.01948681008961972
-0.015304320316450903,0.004737131610088152,0.0890472992955591,-0.16140653228357227,-0.004865675517641388,0.0888135583680234,0.03220001665437322,0.0955586936945807,-0.03348214991670739,0.1012073578625825
