,mu_plus_ProbNNk,mu_plus_ProbNNpi,mu_plus_ProbNNmu,mu_plus_ProbNNe,mu_plus_ProbNNp,mu_plus_P,mu_plus_PT,mu_plus_ETA,mu_plus_PHI,mu_plus_PE,mu_plus_PX,mu_plus_PY,mu_plus_PZ,mu_plus_IPCHI2_OWNPV,mu_minus_ProbNNk,mu_minus_ProbNNpi,mu_minus_ProbNNmu,mu_minus_ProbNNe,mu_minus_ProbNNp,mu_minus_P,mu_minus_PT,mu_minus_ETA,mu_minus_PHI,mu_minus_PE,mu_minus_PX,mu_minus_PY,mu_minus_PZ,mu_minus_IPCHI2_OWNPV,K_ProbNNk,K_ProbNNpi,K_ProbNNmu,K_ProbNNe,K_ProbNNp,K_P,K_PT,K_ETA,K_PHI,K_PE,K_PX,K_PY,K_PZ,K_IPCHI2_OWNPV,Pi_ProbNNk,Pi_ProbNNpi,Pi_ProbNNmu,Pi_ProbNNe,Pi_ProbNNp,Pi_P,Pi_PT,Pi_ETA,Pi_PHI,Pi_PE,Pi_PX,Pi_PY,Pi_PZ,Pi_IPCHI2_OWNPV,B0_ENDVERTEX_CHI2,B0_FDCHI2_OWNPV,B0_P,B0_PT,B0_PX,B0_PY,B0_PZ,Kstar_M,Kstar_ENDVERTEX_CHI2,Kstar_FDCHI2_OWNPV,Kstar_P,Kstar_PT,Kstar_PX,Kstar_PY,Kstar_PZ,J_psi_M,J_psi_ENDVERTEX_CHI2,J_psi_FDCHI2_OWNPV,J_psi_P,J_psi_PT,J_psi_PX,J_psi_PY,J_psi_PZ,q2,phi,costhetal,costhetak,B0_IPCHI2_OWNPV,B0_DIRA_OWNPV,B0_OWNPV_X,B0_OWNPV_Y,B0_OWNPV_Z,B0_FD_OWNPV,B0_ENDVERTEX_X,B0_ENDVERTEX_Y,B0_ENDVERTEX_Z
0,0.9260241275153335,0.9105088052831699,0.9137688241373604,0.9501436326825569,0.9338141020760561,0.9094384363435013,0.9090618727473705,0.9092650077604767,0.9088951621484593,0.9094458260991974,0.9102328038689146,0.9100234879073243,0.9114763516467048,0.9117324304298484,0.9252863305987555,0.9084576958611942,0.9129009292565947,0.9504128777249035,0.9340970198564585,0.9096089371497198,0.9101305554860815,0.9114256256443904,0.9103885309318618,0.9095907548438551,0.9110174917007329,0.9104755595277529,0.910210755700346,0.9115935912465807,0.9163496673849901,0.9149108210457961,0.9512635917378933,0.9460765347897677,0.9108681318337921,0.9094434385036604,0.909015751730185,0.910618697482274,0.9107889131127366,0.9094667450558525,0.9106933019976499,0.9116000024971751,0.9108261351743959,0.9100175197096734,0.9251570905194438,0.9134886342288183,0.9516582366388778,0.9444588086032625,0.9215078182364587,0.9107913714041005,0.9159898881635892,0.9112729318373597,0.9116584626326527,0.9107919291061689,0.9123602948298543,0.911935714665092,0.9107985330577868,0.915202878947385,0.915051238191137,0.9115622429544098,0.9082161593649443,0.9145372906582617,0.91012739769721,0.9093913522445607,0.9094541112035063,0.9229692401914832,0.9102543643082661,0.9102383282932367,0.9086123967692168,0.9102111353219626,0.9109878301721768,0.9102504015047836,0.9091301572999962,0.918800769091057,0.9119992482851506,0.9120290393824757,0.9087193801554618,0.9102540829165389,0.909245696400626,0.9102053957407968,0.9093906715845917,0.919499396448742,0.9100400502346155,0.9110803523166475,0.911043529628715,0.9374157025595129,0.9624066492542483,0.9507984436912207,0.9534218418506255,0.9085855582334346,0.9090818079145536,0.914486531143601,0.9129503298190225,0.9081656286188227
