,mu_plus_ProbNNk,mu_plus_ProbNNpi,mu_plus_ProbNNmu,mu_plus_ProbNNe,mu_plus_ProbNNp,mu_plus_P,mu_plus_PT,mu_plus_ETA,mu_plus_PHI,mu_plus_PE,mu_plus_PX,mu_plus_PY,mu_plus_PZ,mu_plus_IPCHI2_OWNPV,mu_minus_ProbNNk,mu_minus_ProbNNpi,mu_minus_ProbNNmu,mu_minus_ProbNNe,mu_minus_ProbNNp,mu_minus_P,mu_minus_PT,mu_minus_ETA,mu_minus_PHI,mu_minus_PE,mu_minus_PX,mu_minus_PY,mu_minus_PZ,mu_minus_IPCHI2_OWNPV,K_ProbNNk,K_ProbNNpi,K_ProbNNmu,K_ProbNNe,K_ProbNNp,K_P,K_PT,K_ETA,K_PHI,K_PE,K_PX,K_PY,K_PZ,K_IPCHI2_OWNPV,Pi_ProbNNk,Pi_ProbNNpi,Pi_ProbNNmu,Pi_ProbNNe,Pi_ProbNNp,Pi_P,Pi_PT,Pi_ETA,Pi_PHI,Pi_PE,Pi_PX,Pi_PY,Pi_PZ,Pi_IPCHI2_OWNPV,B0_M,B0_ENDVERTEX_CHI2,B0_FDCHI2_OWNPV,B0_P,B0_PT,B0_PX,B0_PY,B0_PZ,Kstar_M,Kstar_ENDVERTEX_CHI2,Kstar_FDCHI2_OWNPV,Kstar_P,Kstar_PT,Kstar_PX,Kstar_PY,Kstar_PZ,J_psi_M,J_psi_ENDVERTEX_CHI2,J_psi_FDCHI2_OWNPV,J_psi_P,J_psi_PT,J_psi_PX,J_psi_PY,J_psi_PZ,q2,phi,costhetal,costhetak,B0_IPCHI2_OWNPV,B0_DIRA_OWNPV,B0_OWNPV_X,B0_OWNPV_Y,B0_OWNPV_Z,B0_FD_OWNPV,B0_ENDVERTEX_X,B0_ENDVERTEX_Y,B0_ENDVERTEX_Z
0,0.22595423878744667,0.33158664391908366,0.29918187260270934,0.028673282589844883,0.162721220484979,0.3308152376725938,0.33235979525171216,0.3301529423680745,0.3308362016602551,0.33075805865978136,0.332302173496841,0.3289086589496032,0.3311760542016382,0.33376826986294444,0.23553853145491135,0.32684380229378396,0.3020069386500373,0.03485772163510234,0.17084043921850223,0.3295373953921906,0.32965189713535087,0.33247287540838144,0.3334876139496509,0.32955719931097377,0.33091179844243657,0.3334347676140628,0.328452839390768,0.3289492292462169,0.9007190461261516,0.8661726901557538,0.029415193316495045,0.10237031947784267,0.6442047160023772,0.33991003158033695,0.34152955699917026,0.328455086662407,0.3278974130421571,0.33995795716505367,0.34149776190715686,0.3333839349869954,0.342106595643412,0.32914341277638787,0.9087637359860087,0.8758029544671625,0.024358874425130562,0.08782511679799178,0.6496867787668975,0.36073393005743987,0.359290748631783,0.33480016514445105,0.3324140021215336,0.36062245591952335,0.34606859307621,0.34467965115108057,0.3638359807012419,0.3316250050642143,0.565263201388315,0.23567897644664143,0.23515050341697533,0.23590277416332692,0.234920502701971,0.23724521565859935,0.2372341305967061,0.23554514702055684,0.5011629897395105,0.2345448670509386,0.23649635036496347,0.2344816109169579,0.23562304470289877,0.2379920136908157,0.23398636871275144,0.235349156348439,0.23819778035448072,0.23526725953905384,0.2352135759185113,0.2333507579717721,0.23522941872289208,0.23753028138393686,0.23307696332339245,0.23541911894915574,0.23602561840206776,0.33287505054589567,0.3755620901163084,0.3859880628527345,0.23555075414467944,0.0024556671564582035,0.04329893059106773,0.04829197730054523,0.23594780762907624,0.24030344571681836,0.23799375116389745,0.23232060034394708,0.23610981562665173
